|Ezili  |Ninja  |Alch   |Engi   |
|Pat    |Bucc   |Ace    |Wizard |
|Pat    |Sub    |Ninja  |Alch   |
|Pat    |Sub    |Super  |Engi   |
|Pat    |Sub    |Super  |Village|
|Pat    |Sub    |Super  |Spact  |
|Pat    |Sub    |Super  |Druid  |
|Pat    |Sub    |Super  |Alch   |
|Pat    |Sub    |Super  |Ninja  |
|Pat    |Sub    |Wizard |Spact  |
|Pat    |Sub    |Wizard |Ninja  |
|Pat    |Sub    |Wizard |Super  |
|Pat    |Sub    |Mortar |Super  |
|Pat    |Sub    |Mortar |Wizard |
|Pat    |Sub    |Heli   |Engi   |
|Pat    |Sub    |Heli   |Village|
|Pat    |Sub    |Heli   |Spact  |
|Pat    |Sub    |Heli   |Druid  |
|Pat    |Sub    |Heli   |Alch   |
|Pat    |Sub    |Heli   |Ninja  |
|Pat    |Sub    |Heli   |Super  |
|Pat    |Sub    |Heli   |Wizard |
|Pat    |Sub    |Heli   |Mortar |
|Pat    |Sub    |Ace    |Super  |
|Pat    |Sub    |Ace    |Wizard |
|Pat    |Sub    |Ace    |Heli   |
|Pat    |Sub    |Bucc   |Super  |
|Pat    |Sub    |Bucc   |Wizard |
|Pat    |Sub    |Bucc   |Heli   |
|Pat    |Sniper |Ninja  |Alch   |
|Pat    |Sniper |Wizard |Spact  |
|Pat    |Sniper |Wizard |Ninja  |
|Pat    |Sniper |Mortar |Wizard |
|Pat    |Sniper |Heli   |Alch   |
|Pat    |Sniper |Heli   |Wizard |
|Pat    |Sniper |Ace    |Wizard |
|Pat    |Sniper |Bucc   |Wizard |
|Pat    |Sniper |Sub    |Super  |
|Pat    |Sniper |Sub    |Heli   |
|Pat    |Glue   |Ninja  |Alch   |
|Pat    |Glue   |Wizard |Spact  |
|Pat    |Glue   |Wizard |Ninja  |
|Pat    |Glue   |Mortar |Wizard |
|Pat    |Glue   |Heli   |Alch   |
|Pat    |Glue   |Heli   |Wizard |
|Pat    |Glue   |Ace    |Wizard |
|Pat    |Glue   |Bucc   |Wizard |
|Pat    |Glue   |Sub    |Super  |
|Pat    |Glue   |Sub    |Heli   |
|Pat    |Ice    |Ninja  |Alch   |
|Pat    |Ice    |Wizard |Spact  |
|Pat    |Ice    |Wizard |Ninja  |
|Pat    |Ice    |Mortar |Wizard |
|Pat    |Ice    |Heli   |Alch   |
|Pat    |Ice    |Heli   |Wizard |
|Pat    |Ice    |Ace    |Wizard |
|Pat    |Ice    |Bucc   |Wizard |
|Pat    |Ice    |Sub    |Super  |
|Pat    |Ice    |Sub    |Heli   |
|Pat    |Tack   |Ninja  |Alch   |
|Pat    |Tack   |Wizard |Spact  |
|Pat    |Tack   |Wizard |Ninja  |
|Pat    |Tack   |Mortar |Wizard |
|Pat    |Tack   |Heli   |Alch   |
|Pat    |Tack   |Heli   |Wizard |
|Pat    |Tack   |Ace    |Wizard |
|Pat    |Tack   |Bucc   |Wizard |
|Pat    |Tack   |Sub    |Super  |
|Pat    |Tack   |Sub    |Heli   |
|Pat    |Bomb   |Ninja  |Alch   |
|Pat    |Bomb   |Wizard |Spact  |
|Pat    |Bomb   |Wizard |Ninja  |
|Pat    |Bomb   |Mortar |Wizard |
|Pat    |Bomb   |Heli   |Alch   |
|Pat    |Bomb   |Heli   |Wizard |
|Pat    |Bomb   |Ace    |Wizard |
|Pat    |Bomb   |Bucc   |Wizard |
|Pat    |Bomb   |Sub    |Super  |
|Pat    |Bomb   |Sub    |Heli   |
|Pat    |Boomer |Ninja  |Alch   |
|Pat    |Boomer |Wizard |Spact  |
|Pat    |Boomer |Wizard |Ninja  |
|Pat    |Boomer |Mortar |Wizard |
|Pat    |Boomer |Heli   |Alch   |
|Pat    |Boomer |Heli   |Wizard |
|Pat    |Boomer |Ace    |Wizard |
|Pat    |Boomer |Bucc   |Wizard |
|Pat    |Boomer |Sub    |Super  |
|Pat    |Boomer |Sub    |Heli   |
|Pat    |Dart   |Ninja  |Alch   |
|Pat    |Dart   |Wizard |Engi   |
|Pat    |Dart   |Wizard |Village|
|Pat    |Dart   |Wizard |Spact  |
|Pat    |Dart   |Wizard |Druid  |
|Pat    |Dart   |Wizard |Alch   |
|Pat    |Dart   |Wizard |Ninja  |
|Pat    |Dart   |Wizard |Super  |
|Pat    |Dart   |Mortar |Wizard |
|Pat    |Dart   |Heli   |Alch   |
|Pat    |Dart   |Heli   |Wizard |
|Pat    |Dart   |Ace    |Wizard |
|Pat    |Dart   |Bucc   |Wizard |
|Pat    |Dart   |Sub    |Super  |
|Pat    |Dart   |Sub    |Wizard |
|Pat    |Dart   |Sub    |Heli   |
|Pat    |Dart   |Sniper |Wizard |
|Pat    |Dart   |Glue   |Wizard |
|Pat    |Dart   |Ice    |Wizard |
|Pat    |Dart   |Tack   |Wizard |
|Pat    |Dart   |Bomb   |Wizard |
|Pat    |Dart   |Boomer |Wizard |
|Obyn   |Ninja  |Alch   |Engi   |
|Obyn   |Ninja  |Alch   |Village|
|Obyn   |Ninja  |Alch   |Spact  |
|Obyn   |Ninja  |Alch   |Druid  |
|Obyn   |Super  |Village|Engi   |
|Obyn   |Super  |Spact  |Engi   |
|Obyn   |Super  |Spact  |Village|
|Obyn   |Super  |Druid  |Engi   |
|Obyn   |Super  |Druid  |Village|
|Obyn   |Super  |Druid  |Spact  |
|Obyn   |Super  |Alch   |Engi   |
|Obyn   |Super  |Alch   |Village|
|Obyn   |Super  |Alch   |Spact  |
|Obyn   |Super  |Alch   |Druid  |
|Obyn   |Super  |Ninja  |Engi   |
|Obyn   |Super  |Ninja  |Village|
|Obyn   |Super  |Ninja  |Spact  |
|Obyn   |Super  |Ninja  |Druid  |
|Obyn   |Super  |Ninja  |Alch   |
|Obyn   |Wizard |Spact  |Engi   |
|Obyn   |Wizard |Spact  |Village|
|Obyn   |Wizard |Druid  |Spact  |
|Obyn   |Wizard |Alch   |Spact  |
|Obyn   |Wizard |Ninja  |Engi   |
|Obyn   |Wizard |Ninja  |Village|
|Obyn   |Wizard |Ninja  |Spact  |
|Obyn   |Wizard |Ninja  |Druid  |
|Obyn   |Wizard |Ninja  |Alch   |
|Obyn   |Wizard |Super  |Engi   |
|Obyn   |Wizard |Super  |Village|
|Obyn   |Wizard |Super  |Spact  |
|Obyn   |Wizard |Super  |Druid  |
|Obyn   |Wizard |Super  |Alch   |
|Obyn   |Wizard |Super  |Ninja  |
|Obyn   |Mortar |Ninja  |Alch   |
|Obyn   |Mortar |Super  |Engi   |
|Obyn   |Mortar |Super  |Village|
|Obyn   |Mortar |Super  |Spact  |
|Obyn   |Mortar |Super  |Druid  |
|Obyn   |Mortar |Super  |Alch   |
|Obyn   |Mortar |Super  |Ninja  |
|Obyn   |Mortar |Wizard |Engi   |
|Obyn   |Mortar |Wizard |Village|
|Obyn   |Mortar |Wizard |Spact  |
|Obyn   |Mortar |Wizard |Druid  |
|Obyn   |Mortar |Wizard |Alch   |
|Obyn   |Mortar |Wizard |Ninja  |
|Obyn   |Mortar |Wizard |Super  |
|Obyn   |Heli   |Village|Engi   |
|Obyn   |Heli   |Spact  |Engi   |
|Obyn   |Heli   |Spact  |Village|
|Obyn   |Heli   |Druid  |Engi   |
|Obyn   |Heli   |Druid  |Village|
|Obyn   |Heli   |Druid  |Spact  |
|Obyn   |Heli   |Alch   |Engi   |
|Obyn   |Heli   |Alch   |Village|
|Obyn   |Heli   |Alch   |Spact  |
|Obyn   |Heli   |Alch   |Druid  |
|Obyn   |Heli   |Ninja  |Engi   |
|Obyn   |Heli   |Ninja  |Village|
|Obyn   |Heli   |Ninja  |Spact  |
|Obyn   |Heli   |Ninja  |Druid  |
|Obyn   |Heli   |Ninja  |Alch   |
|Obyn   |Heli   |Super  |Engi   |
|Obyn   |Heli   |Super  |Village|
|Obyn   |Heli   |Super  |Spact  |
|Obyn   |Heli   |Super  |Druid  |
|Obyn   |Heli   |Super  |Alch   |
|Obyn   |Heli   |Super  |Ninja  |
|Obyn   |Heli   |Wizard |Engi   |
|Obyn   |Heli   |Wizard |Village|
|Obyn   |Heli   |Wizard |Spact  |
|Obyn   |Heli   |Wizard |Druid  |
|Obyn   |Heli   |Wizard |Alch   |
|Obyn   |Heli   |Wizard |Ninja  |
|Obyn   |Heli   |Wizard |Super  |
|Obyn   |Heli   |Mortar |Engi   |
|Obyn   |Heli   |Mortar |Village|
|Obyn   |Heli   |Mortar |Spact  |
|Obyn   |Heli   |Mortar |Druid  |
|Obyn   |Heli   |Mortar |Alch   |
|Obyn   |Heli   |Mortar |Ninja  |
|Obyn   |Heli   |Mortar |Super  |
|Obyn   |Heli   |Mortar |Wizard |
|Obyn   |Ace    |Ninja  |Alch   |
|Obyn   |Ace    |Super  |Engi   |
|Obyn   |Ace    |Super  |Village|
|Obyn   |Ace    |Super  |Spact  |
|Obyn   |Ace    |Super  |Druid  |
|Obyn   |Ace    |Super  |Alch   |
|Obyn   |Ace    |Super  |Ninja  |
|Obyn   |Ace    |Wizard |Engi   |
|Obyn   |Ace    |Wizard |Village|
|Obyn   |Ace    |Wizard |Spact  |
|Obyn   |Ace    |Wizard |Druid  |
|Obyn   |Ace    |Wizard |Alch   |
|Obyn   |Ace    |Wizard |Ninja  |
|Obyn   |Ace    |Wizard |Super  |
|Obyn   |Ace    |Mortar |Super  |
|Obyn   |Ace    |Mortar |Wizard |
|Obyn   |Ace    |Heli   |Engi   |
|Obyn   |Ace    |Heli   |Village|
|Obyn   |Ace    |Heli   |Spact  |
|Obyn   |Ace    |Heli   |Druid  |
|Obyn   |Ace    |Heli   |Alch   |
|Obyn   |Ace    |Heli   |Ninja  |
|Obyn   |Ace    |Heli   |Super  |
|Obyn   |Ace    |Heli   |Wizard |
|Obyn   |Ace    |Heli   |Mortar |
|Obyn   |Bucc   |Ninja  |Alch   |
|Obyn   |Bucc   |Super  |Engi   |
|Obyn   |Bucc   |Super  |Village|
|Obyn   |Bucc   |Super  |Spact  |
|Obyn   |Bucc   |Super  |Druid  |
|Obyn   |Bucc   |Super  |Alch   |
|Obyn   |Bucc   |Super  |Ninja  |
|Obyn   |Bucc   |Wizard |Engi   |
|Obyn   |Bucc   |Wizard |Village|
|Obyn   |Bucc   |Wizard |Spact  |
|Obyn   |Bucc   |Wizard |Druid  |
|Obyn   |Bucc   |Wizard |Alch   |
|Obyn   |Bucc   |Wizard |Ninja  |
|Obyn   |Bucc   |Wizard |Super  |
|Obyn   |Bucc   |Mortar |Super  |
|Obyn   |Bucc   |Mortar |Wizard |
|Obyn   |Bucc   |Heli   |Engi   |
|Obyn   |Bucc   |Heli   |Village|
|Obyn   |Bucc   |Heli   |Spact  |
|Obyn   |Bucc   |Heli   |Druid  |
|Obyn   |Bucc   |Heli   |Alch   |
|Obyn   |Bucc   |Heli   |Ninja  |
|Obyn   |Bucc   |Heli   |Super  |
|Obyn   |Bucc   |Heli   |Wizard |
|Obyn   |Bucc   |Heli   |Mortar |
|Obyn   |Bucc   |Ace    |Super  |
|Obyn   |Bucc   |Ace    |Wizard |
|Obyn   |Bucc   |Ace    |Heli   |
|Obyn   |Sub    |Ninja  |Alch   |
|Obyn   |Sub    |Super  |Engi   |
|Obyn   |Sub    |Super  |Village|
|Obyn   |Sub    |Super  |Spact  |
|Obyn   |Sub    |Super  |Druid  |
|Obyn   |Sub    |Super  |Alch   |
|Obyn   |Sub    |Super  |Ninja  |
|Obyn   |Sub    |Wizard |Spact  |
|Obyn   |Sub    |Wizard |Ninja  |
|Obyn   |Sub    |Wizard |Super  |
|Obyn   |Sub    |Mortar |Super  |
|Obyn   |Sub    |Mortar |Wizard |
|Obyn   |Sub    |Heli   |Engi   |
|Obyn   |Sub    |Heli   |Village|
|Obyn   |Sub    |Heli   |Spact  |
|Obyn   |Sub    |Heli   |Druid  |
|Obyn   |Sub    |Heli   |Alch   |
|Obyn   |Sub    |Heli   |Ninja  |
|Obyn   |Sub    |Heli   |Super  |
|Obyn   |Sub    |Heli   |Wizard |
|Obyn   |Sub    |Heli   |Mortar |
|Obyn   |Sub    |Ace    |Super  |
|Obyn   |Sub    |Ace    |Wizard |
|Obyn   |Sub    |Ace    |Heli   |
|Obyn   |Sub    |Bucc   |Super  |
|Obyn   |Sub    |Bucc   |Wizard |
|Obyn   |Sub    |Bucc   |Heli   |
|Obyn   |Sniper |Ninja  |Alch   |
|Obyn   |Sniper |Super  |Engi   |
|Obyn   |Sniper |Super  |Village|
|Obyn   |Sniper |Super  |Spact  |
|Obyn   |Sniper |Super  |Druid  |
|Obyn   |Sniper |Super  |Alch   |
|Obyn   |Sniper |Super  |Ninja  |
|Obyn   |Sniper |Wizard |Spact  |
|Obyn   |Sniper |Wizard |Ninja  |
|Obyn   |Sniper |Wizard |Super  |
|Obyn   |Sniper |Mortar |Super  |
|Obyn   |Sniper |Mortar |Wizard |
|Obyn   |Sniper |Heli   |Engi   |
|Obyn   |Sniper |Heli   |Village|
|Obyn   |Sniper |Heli   |Spact  |
|Obyn   |Sniper |Heli   |Druid  |
|Obyn   |Sniper |Heli   |Alch   |
|Obyn   |Sniper |Heli   |Ninja  |
|Obyn   |Sniper |Heli   |Super  |
|Obyn   |Sniper |Heli   |Wizard |
|Obyn   |Sniper |Heli   |Mortar |
|Obyn   |Sniper |Ace    |Super  |
|Obyn   |Sniper |Ace    |Wizard |
|Obyn   |Sniper |Ace    |Heli   |
|Obyn   |Sniper |Bucc   |Super  |
|Obyn   |Sniper |Bucc   |Wizard |
|Obyn   |Sniper |Bucc   |Heli   |
|Obyn   |Sniper |Sub    |Super  |
|Obyn   |Sniper |Sub    |Heli   |
|Obyn   |Glue   |Ninja  |Alch   |
|Obyn   |Glue   |Super  |Engi   |
|Obyn   |Glue   |Super  |Village|
|Obyn   |Glue   |Super  |Spact  |
|Obyn   |Glue   |Super  |Druid  |
|Obyn   |Glue   |Super  |Alch   |
|Obyn   |Glue   |Super  |Ninja  |
|Obyn   |Glue   |Wizard |Spact  |
|Obyn   |Glue   |Wizard |Ninja  |
|Obyn   |Glue   |Wizard |Super  |
|Obyn   |Glue   |Mortar |Super  |
|Obyn   |Glue   |Mortar |Wizard |
|Obyn   |Glue   |Heli   |Engi   |
|Obyn   |Glue   |Heli   |Village|
|Obyn   |Glue   |Heli   |Spact  |
|Obyn   |Glue   |Heli   |Druid  |
|Obyn   |Glue   |Heli   |Alch   |
|Obyn   |Glue   |Heli   |Ninja  |
|Obyn   |Glue   |Heli   |Super  |
|Obyn   |Glue   |Heli   |Wizard |
|Obyn   |Glue   |Heli   |Mortar |
|Obyn   |Glue   |Ace    |Super  |
|Obyn   |Glue   |Ace    |Wizard |
|Obyn   |Glue   |Ace    |Heli   |
|Obyn   |Glue   |Bucc   |Super  |
|Obyn   |Glue   |Bucc   |Wizard |
|Obyn   |Glue   |Bucc   |Heli   |
|Obyn   |Glue   |Sub    |Super  |
|Obyn   |Glue   |Sub    |Heli   |
|Obyn   |Glue   |Sniper |Super  |
|Obyn   |Glue   |Sniper |Heli   |
|Obyn   |Ice    |Ninja  |Alch   |
|Obyn   |Ice    |Super  |Engi   |
|Obyn   |Ice    |Super  |Village|
|Obyn   |Ice    |Super  |Spact  |
|Obyn   |Ice    |Super  |Druid  |
|Obyn   |Ice    |Super  |Alch   |
|Obyn   |Ice    |Super  |Ninja  |
|Obyn   |Ice    |Wizard |Spact  |
|Obyn   |Ice    |Wizard |Ninja  |
|Obyn   |Ice    |Wizard |Super  |
|Obyn   |Ice    |Mortar |Super  |
|Obyn   |Ice    |Mortar |Wizard |
|Obyn   |Ice    |Heli   |Engi   |
|Obyn   |Ice    |Heli   |Village|
|Obyn   |Ice    |Heli   |Spact  |
|Obyn   |Ice    |Heli   |Druid  |
|Obyn   |Ice    |Heli   |Alch   |
|Obyn   |Ice    |Heli   |Ninja  |
|Obyn   |Ice    |Heli   |Super  |
|Obyn   |Ice    |Heli   |Wizard |
|Obyn   |Ice    |Heli   |Mortar |
|Obyn   |Ice    |Ace    |Super  |
|Obyn   |Ice    |Ace    |Wizard |
|Obyn   |Ice    |Ace    |Heli   |
|Obyn   |Ice    |Bucc   |Super  |
|Obyn   |Ice    |Bucc   |Wizard |
|Obyn   |Ice    |Bucc   |Heli   |
|Obyn   |Ice    |Sub    |Super  |
|Obyn   |Ice    |Sub    |Heli   |
|Obyn   |Ice    |Sniper |Super  |
|Obyn   |Ice    |Sniper |Heli   |
|Obyn   |Ice    |Glue   |Super  |
|Obyn   |Ice    |Glue   |Heli   |
|Obyn   |Tack   |Ninja  |Alch   |
|Obyn   |Tack   |Super  |Engi   |
|Obyn   |Tack   |Super  |Village|
|Obyn   |Tack   |Super  |Spact  |
|Obyn   |Tack   |Super  |Druid  |
|Obyn   |Tack   |Super  |Alch   |
|Obyn   |Tack   |Super  |Ninja  |
|Obyn   |Tack   |Wizard |Spact  |
|Obyn   |Tack   |Wizard |Ninja  |
|Obyn   |Tack   |Wizard |Super  |
|Obyn   |Tack   |Mortar |Super  |
|Obyn   |Tack   |Mortar |Wizard |
|Obyn   |Tack   |Heli   |Engi   |
|Obyn   |Tack   |Heli   |Village|
|Obyn   |Tack   |Heli   |Spact  |
|Obyn   |Tack   |Heli   |Druid  |
|Obyn   |Tack   |Heli   |Alch   |
|Obyn   |Tack   |Heli   |Ninja  |
|Obyn   |Tack   |Heli   |Super  |
|Obyn   |Tack   |Heli   |Wizard |
|Obyn   |Tack   |Heli   |Mortar |
|Obyn   |Tack   |Ace    |Super  |
|Obyn   |Tack   |Ace    |Wizard |
|Obyn   |Tack   |Ace    |Heli   |
|Obyn   |Tack   |Bucc   |Super  |
|Obyn   |Tack   |Bucc   |Wizard |
|Obyn   |Tack   |Bucc   |Heli   |
|Obyn   |Tack   |Sub    |Super  |
|Obyn   |Tack   |Sub    |Heli   |
|Obyn   |Tack   |Sniper |Super  |
|Obyn   |Tack   |Sniper |Heli   |
|Obyn   |Tack   |Glue   |Super  |
|Obyn   |Tack   |Glue   |Heli   |
|Obyn   |Tack   |Ice    |Super  |
|Obyn   |Tack   |Ice    |Heli   |
|Obyn   |Bomb   |Ninja  |Alch   |
|Obyn   |Bomb   |Super  |Engi   |
|Obyn   |Bomb   |Super  |Village|
|Obyn   |Bomb   |Super  |Spact  |
|Obyn   |Bomb   |Super  |Druid  |
|Obyn   |Bomb   |Super  |Alch   |
|Obyn   |Bomb   |Super  |Ninja  |
|Obyn   |Bomb   |Wizard |Spact  |
|Obyn   |Bomb   |Wizard |Ninja  |
|Obyn   |Bomb   |Wizard |Super  |
|Obyn   |Bomb   |Mortar |Super  |
|Obyn   |Bomb   |Mortar |Wizard |
|Obyn   |Bomb   |Heli   |Engi   |
|Obyn   |Bomb   |Heli   |Village|
|Obyn   |Bomb   |Heli   |Spact  |
|Obyn   |Bomb   |Heli   |Druid  |
|Obyn   |Bomb   |Heli   |Alch   |
|Obyn   |Bomb   |Heli   |Ninja  |
|Obyn   |Bomb   |Heli   |Super  |
|Obyn   |Bomb   |Heli   |Wizard |
|Obyn   |Bomb   |Heli   |Mortar |
|Obyn   |Bomb   |Ace    |Super  |
|Obyn   |Bomb   |Ace    |Wizard |
|Obyn   |Bomb   |Ace    |Heli   |
|Obyn   |Bomb   |Bucc   |Super  |
|Obyn   |Bomb   |Bucc   |Wizard |
|Obyn   |Bomb   |Bucc   |Heli   |
|Obyn   |Bomb   |Sub    |Super  |
|Obyn   |Bomb   |Sub    |Heli   |
|Obyn   |Bomb   |Sniper |Super  |
|Obyn   |Bomb   |Sniper |Heli   |
|Obyn   |Bomb   |Glue   |Super  |
|Obyn   |Bomb   |Glue   |Heli   |
|Obyn   |Bomb   |Ice    |Super  |
|Obyn   |Bomb   |Ice    |Heli   |
|Obyn   |Bomb   |Tack   |Super  |
|Obyn   |Bomb   |Tack   |Heli   |
|Obyn   |Boomer |Ninja  |Alch   |
|Obyn   |Boomer |Super  |Engi   |
|Obyn   |Boomer |Super  |Village|
|Obyn   |Boomer |Super  |Spact  |
|Obyn   |Boomer |Super  |Druid  |
|Obyn   |Boomer |Super  |Alch   |
|Obyn   |Boomer |Super  |Ninja  |
|Obyn   |Boomer |Wizard |Spact  |
|Obyn   |Boomer |Wizard |Ninja  |
|Obyn   |Boomer |Wizard |Super  |
|Obyn   |Boomer |Mortar |Super  |
|Obyn   |Boomer |Mortar |Wizard |
|Obyn   |Boomer |Heli   |Engi   |
|Obyn   |Boomer |Heli   |Village|
|Obyn   |Boomer |Heli   |Spact  |
|Obyn   |Boomer |Heli   |Druid  |
|Obyn   |Boomer |Heli   |Alch   |
|Obyn   |Boomer |Heli   |Ninja  |
|Obyn   |Boomer |Heli   |Super  |
|Obyn   |Boomer |Heli   |Wizard |
|Obyn   |Boomer |Heli   |Mortar |
|Obyn   |Boomer |Ace    |Super  |
|Obyn   |Boomer |Ace    |Wizard |
|Obyn   |Boomer |Ace    |Heli   |
|Obyn   |Boomer |Bucc   |Super  |
|Obyn   |Boomer |Bucc   |Wizard |
|Obyn   |Boomer |Bucc   |Heli   |
|Obyn   |Boomer |Sub    |Super  |
|Obyn   |Boomer |Sub    |Heli   |
|Obyn   |Boomer |Sniper |Super  |
|Obyn   |Boomer |Sniper |Heli   |
|Obyn   |Boomer |Glue   |Super  |
|Obyn   |Boomer |Glue   |Heli   |
|Obyn   |Boomer |Ice    |Super  |
|Obyn   |Boomer |Ice    |Heli   |
|Obyn   |Boomer |Tack   |Super  |
|Obyn   |Boomer |Tack   |Heli   |
|Obyn   |Boomer |Bomb   |Super  |
|Obyn   |Boomer |Bomb   |Heli   |
|Obyn   |Dart   |Ninja  |Alch   |
|Obyn   |Dart   |Super  |Engi   |
|Obyn   |Dart   |Super  |Village|
|Obyn   |Dart   |Super  |Spact  |
|Obyn   |Dart   |Super  |Druid  |
|Obyn   |Dart   |Super  |Alch   |
|Obyn   |Dart   |Super  |Ninja  |
|Obyn   |Dart   |Wizard |Engi   |
|Obyn   |Dart   |Wizard |Village|
|Obyn   |Dart   |Wizard |Spact  |
|Obyn   |Dart   |Wizard |Druid  |
|Obyn   |Dart   |Wizard |Alch   |
|Obyn   |Dart   |Wizard |Ninja  |
|Obyn   |Dart   |Wizard |Super  |
|Obyn   |Dart   |Mortar |Super  |
|Obyn   |Dart   |Mortar |Wizard |
|Obyn   |Dart   |Heli   |Engi   |
|Obyn   |Dart   |Heli   |Village|
|Obyn   |Dart   |Heli   |Spact  |
|Obyn   |Dart   |Heli   |Druid  |
|Obyn   |Dart   |Heli   |Alch   |
|Obyn   |Dart   |Heli   |Ninja  |
|Obyn   |Dart   |Heli   |Super  |
|Obyn   |Dart   |Heli   |Wizard |
|Obyn   |Dart   |Heli   |Mortar |
|Obyn   |Dart   |Ace    |Super  |
|Obyn   |Dart   |Ace    |Wizard |
|Obyn   |Dart   |Ace    |Heli   |
|Obyn   |Dart   |Bucc   |Super  |
|Obyn   |Dart   |Bucc   |Wizard |
|Obyn   |Dart   |Bucc   |Heli   |
|Obyn   |Dart   |Sub    |Super  |
|Obyn   |Dart   |Sub    |Wizard |
|Obyn   |Dart   |Sub    |Heli   |
|Obyn   |Dart   |Sniper |Super  |
|Obyn   |Dart   |Sniper |Wizard |
|Obyn   |Dart   |Sniper |Heli   |
|Obyn   |Dart   |Glue   |Super  |
|Obyn   |Dart   |Glue   |Wizard |
|Obyn   |Dart   |Glue   |Heli   |
|Obyn   |Dart   |Ice    |Super  |
|Obyn   |Dart   |Ice    |Wizard |
|Obyn   |Dart   |Ice    |Heli   |
|Obyn   |Dart   |Tack   |Super  |
|Obyn   |Dart   |Tack   |Wizard |
|Obyn   |Dart   |Tack   |Heli   |
|Obyn   |Dart   |Bomb   |Super  |
|Obyn   |Dart   |Bomb   |Wizard |
|Obyn   |Dart   |Bomb   |Heli   |
|Obyn   |Dart   |Boomer |Super  |
|Obyn   |Dart   |Boomer |Wizard |
|Obyn   |Dart   |Boomer |Heli   |
|Striker|Ninja  |Alch   |Engi   |
|Striker|Ninja  |Alch   |Village|
|Striker|Ninja  |Alch   |Spact  |
|Striker|Ninja  |Alch   |Druid  |
|Striker|Super  |Ninja  |Village|
|Striker|Super  |Ninja  |Alch   |
|Striker|Wizard |Spact  |Engi   |
|Striker|Wizard |Spact  |Village|
|Striker|Wizard |Druid  |Spact  |
|Striker|Wizard |Alch   |Spact  |
|Striker|Wizard |Ninja  |Engi   |
|Striker|Wizard |Ninja  |Village|
|Striker|Wizard |Ninja  |Spact  |
|Striker|Wizard |Ninja  |Druid  |
|Striker|Wizard |Ninja  |Alch   |
|Striker|Wizard |Super  |Spact  |
|Striker|Wizard |Super  |Ninja  |
|Striker|Mortar |Ninja  |Alch   |
|Striker|Mortar |Wizard |Engi   |
|Striker|Mortar |Wizard |Village|
|Striker|Mortar |Wizard |Spact  |
|Striker|Mortar |Wizard |Druid  |
|Striker|Mortar |Wizard |Alch   |
|Striker|Mortar |Wizard |Ninja  |
|Striker|Mortar |Wizard |Super  |
|Striker|Heli   |Alch   |Engi   |
|Striker|Heli   |Alch   |Village|
|Striker|Heli   |Alch   |Spact  |
|Striker|Heli   |Alch   |Druid  |
|Striker|Heli   |Ninja  |Alch   |
|Striker|Heli   |Super  |Alch   |
|Striker|Heli   |Wizard |Engi   |
|Striker|Heli   |Wizard |Village|
|Striker|Heli   |Wizard |Spact  |
|Striker|Heli   |Wizard |Druid  |
|Striker|Heli   |Wizard |Alch   |
|Striker|Heli   |Wizard |Ninja  |
|Striker|Heli   |Wizard |Super  |
|Striker|Heli   |Mortar |Alch   |
|Striker|Heli   |Mortar |Wizard |
|Striker|Ace    |Ninja  |Alch   |
|Striker|Ace    |Wizard |Engi   |
|Striker|Ace    |Wizard |Village|
|Striker|Ace    |Wizard |Spact  |
|Striker|Ace    |Wizard |Druid  |
|Striker|Ace    |Wizard |Alch   |
|Striker|Ace    |Wizard |Ninja  |
|Striker|Ace    |Wizard |Super  |
|Striker|Ace    |Mortar |Wizard |
|Striker|Ace    |Heli   |Alch   |
|Striker|Ace    |Heli   |Wizard |
|Striker|Bucc   |Ninja  |Alch   |
|Striker|Bucc   |Wizard |Engi   |
|Striker|Bucc   |Wizard |Village|
|Striker|Bucc   |Wizard |Spact  |
|Striker|Bucc   |Wizard |Druid  |
|Striker|Bucc   |Wizard |Alch   |
|Striker|Bucc   |Wizard |Ninja  |
|Striker|Bucc   |Wizard |Super  |
|Striker|Bucc   |Mortar |Wizard |
|Striker|Bucc   |Heli   |Village|
|Striker|Bucc   |Heli   |Alch   |
|Striker|Bucc   |Heli   |Wizard |
|Striker|Bucc   |Ace    |Wizard |
|Striker|Sub    |Ninja  |Alch   |
|Striker|Sub    |Super  |Engi   |
|Striker|Sub    |Super  |Village|
|Striker|Sub    |Super  |Spact  |
|Striker|Sub    |Super  |Druid  |
|Striker|Sub    |Super  |Alch   |
|Striker|Sub    |Super  |Ninja  |
|Striker|Sub    |Wizard |Spact  |
|Striker|Sub    |Wizard |Ninja  |
|Striker|Sub    |Wizard |Super  |
|Striker|Sub    |Mortar |Super  |
|Striker|Sub    |Mortar |Wizard |
|Striker|Sub    |Heli   |Engi   |
|Striker|Sub    |Heli   |Village|
|Striker|Sub    |Heli   |Spact  |
|Striker|Sub    |Heli   |Druid  |
|Striker|Sub    |Heli   |Alch   |
|Striker|Sub    |Heli   |Ninja  |
|Striker|Sub    |Heli   |Super  |
|Striker|Sub    |Heli   |Wizard |
|Striker|Sub    |Heli   |Mortar |
|Striker|Sub    |Ace    |Super  |
|Striker|Sub    |Ace    |Wizard |
|Striker|Sub    |Ace    |Heli   |
|Striker|Sub    |Bucc   |Super  |
|Striker|Sub    |Bucc   |Wizard |
|Striker|Sub    |Bucc   |Heli   |
|Striker|Sniper |Ninja  |Alch   |
|Striker|Sniper |Wizard |Spact  |
|Striker|Sniper |Wizard |Ninja  |
